case_id,material,total_length_mm,n_nodes,n_elements,static_max_deflection_mm,static_max_deflection_um,static_max_vonmises_MPa,static_max_shear_MPa,static_factor_of_safety,modal_num_modes,modal_min_frequency_Hz,modal_max_frequency_Hz,freq_mode1_Hz,freq_mode2_Hz,freq_mode3_Hz,freq_mode4_Hz,freq_mode5_Hz,freq_mode6_Hz,var_E,var_Ff,var_Fr,var_Ft,var_L1,var_L2,var_L3,var_L4,var_R1,var_R2,var_R3,var_R4,var_front_z_fraction,var_housing_it_grade,var_pos_tol_front,var_pos_tol_rear,var_rear_z_fraction,var_rho,var_ri,var_sigma_y,mode
4,AISI_4140,517.1536737807069,21549.0,11438.0,0.040931,40.93,26.44,29.82,26.66,6.0,596.34,2476.46,596.34,1058.74,1105.42,1480.63,1907.72,2476.46,213018.11164372624,284.4231230350855,1204.1217166722226,3125.58750285646,85.94645274808835,395.9007604631081,17.811019820981365,17.495440748529063,41.33751699974179,50.11408206526919,73.99463538317951,45.21182942712551,0.2159719895390097,6.403298181542404,0.0075202815821774,0.0303589957154553,0.6571412812484467,7.808401425045581e-09,33.53742312908727,704.8824152686341,ansys_mapdl
5,AISI_4140,460.50532670950975,35287.0,21840.0,0.014556,14.56,17.15,18.55,42.03,6.0,530.32,2748.27,530.32,1449.24,1760.38,2376.49,2713.98,2748.27,207778.11195315223,388.274438531743,633.8231755384008,2334.582567700231,68.21931863780598,355.39099521392245,24.83194101623509,12.063071841546227,37.47677456441933,59.28159114757132,82.03839834925245,37.060838979214125,0.1350330765586639,6.114407966385464,0.0083674621977713,0.0332278309570202,0.8458153721334751,7.8886967733845e-09,28.0388199409788,720.7557153503176,ansys_mapdl
6,AISI_4140,563.5606335619465,25951.0,14815.0,0.052061,52.06,38.92,43.54,18.03,6.0,356.06,1687.08,356.06,477.38,575.08,967.19,1029.83,1687.08,212106.37128963936,421.8402342929514,1100.0809560462485,2742.659029364215,84.48663747288103,428.3283109810841,36.48876596244641,14.256919145534914,49.61807218075693,42.10607659160144,89.43860559275416,42.06223687752667,0.1413541065063774,6.64817642626145,0.0111137828320352,0.0162002303313768,0.6668593933068603,7.845584161113215e-09,31.75968985993674,701.9059036738946,ansys_mapdl
7,AISI_4140,504.3112440125216,20960.0,11720.0,0.037446,37.45,28.13,31.94,24.7,6.0,430.37,1935.84,430.37,756.09,851.18,1092.89,1226.63,1935.84,206786.2385304663,977.175947951892,1361.898666814632,1208.9604814945735,85.38605748758738,373.05060091807553,35.21675346969168,10.65783213716701,39.33793194064555,39.83849664411496,78.62073517578658,40.32149759763247,0.2122628408290449,6.846959390586395,0.0137629538191038,0.012703270276127,0.7546407865501154,7.833854057342528e-09,29.475390106253577,694.6375905000116,ansys_mapdl
8,AISI_4140,564.2136160464296,34792.0,20793.0,0.023859,23.86,21.63,24.14,28.9,6.0,473.88,1851.23,473.88,806.51,820.54,957.52,1090.23,1851.23,214017.70012503743,698.8074344045165,388.87460825403,2041.07067986906,89.80579531796829,418.9733024336908,33.49171077506644,21.942807519704004,53.4512217707939,48.39945969800299,94.60434270189516,42.82207678456321,0.2156289626366502,7.9623378915693825,0.0108972856064716,0.0258344883170227,0.7321437532432322,7.925102173209593e-09,29.945997314478515,625.0905471436984,ansys_mapdl
9,AISI_4140,482.4058352163059,24701.0,14649.0,0.020006,20.01,21.96,24.57,32.71,6.0,648.34,2574.83,648.34,1399.38,1443.43,1945.45,2104.38,2574.83,206778.38388581068,385.6671905238899,592.5237432109261,3074.90646860956,89.98335442591826,350.8629077716138,22.92925525642169,18.63031776235213,48.99365722214355,55.37617751512326,79.1677270540465,54.58969885741536,0.1608616052364148,6.683191869289853,0.0199458848045604,0.0222385628601794,0.8097129805879993,7.740559392235917e-09,29.78338240658738,718.2377087970815,ansys_mapdl
10,AISI_4140,516.9294228629695,26486.0,15115.0,0.05349,53.49,43.98,49.68,13.89,6.0,383.18,2049.52,383.18,634.59,749.26,1220.76,1436.26,2049.52,208836.6381126368,717.6852426882417,1214.3719735026034,2231.710177370423,63.39134743252909,408.7338338736832,33.59065855677816,11.213582999979078,36.29665285461378,40.743438487101926,89.55157967123665,42.97518058849989,0.2060315863101383,6.413506661983625,0.0149211678920843,0.0196777227991055,0.7688801234416958,7.850937631387749e-09,31.268035653342853,611.0534514490649,ansys_mapdl
11,AISI_4140,566.3511975096468,29497.0,17420.0,0.017355,17.35,20.49,22.33,36.35,6.0,540.12,2474.07,540.12,1071.3,1084.92,1354.74,1937.53,2474.07,209498.3389274264,872.8225388591513,440.9991105765572,1879.640256243622,72.9976235481955,444.4770343970001,35.871704444555334,13.004835119895809,35.27756334990743,49.66571252543976,74.93264343910893,46.40837766781559,0.1428700336522509,5.063587626421453,0.0183071148217596,0.0285523525118747,0.7739737884496886,7.967981999612505e-09,28.080724374489936,744.6903632709262,ansys_mapdl
12,AISI_4140,568.7210971961744,28667.0,16527.0,0.038315,38.31,30.82,33.02,22.6,6.0,430.16,1646.6,430.16,523.43,644.29,912.48,943.45,1646.6,212490.48576962328,515.9943884495974,1313.204562944684,1862.6109418573824,76.61729589053886,434.3075191570688,35.19937851271534,22.596903635851405,49.590747744765366,37.47235256490623,77.60530517873403,46.66101739667847,0.1555050652131785,5.436211872340297,0.0170016744194599,0.0210622604507003,0.702106523679689,7.743864570965224e-09,26.05982163216023,696.4336284004851,ansys_mapdl
13,AISI_4140,504.0930723091011,30285.0,18543.0,0.020565,20.56,33.81,35.61,17.91,6.0,644.81,2801.65,644.81,1421.81,1561.78,1991.01,2271.92,2801.65,206467.55857077675,520.1625463293399,1400.1208311096402,3113.6730760235023,73.151819525379,378.5132261046224,33.734922321066534,18.6931043580332,37.91251631913185,55.28935294784066,74.0337017243605,41.74265018736495,0.1620123410591882,7.936256481311146,0.005719083440925,0.020874601767589,0.8388366862473152,7.779736145464485e-09,26.819334411430447,605.6108349504366,ansys_mapdl
14,AISI_4140,541.9401134086603,23719.0,12836.0,0.077499,77.5,42.44,49.0,17.03,6.0,314.89,1582.37,314.89,493.91,621.64,1065.46,1262.74,1582.37,203417.8074013371,345.0510669181185,393.2275983912911,2325.542855708386,73.23237088582538,420.0834468277265,33.2971908996271,15.32710479548137,44.417690198726696,40.09947129959159,73.1236151147709,39.27650717058128,0.1008919927101059,7.536226568551667,0.0284882744142129,0.0104194038253813,0.6879364017806096,7.860948642128893e-09,33.64124995057765,722.8723302559766,ansys_mapdl
15,AISI_4140,540.4624229423428,24944.0,14459.0,0.013698,13.7,10.42,12.0,58.56,6.0,602.87,2087.1,602.87,1101.91,1141.11,1470.24,1517.25,2087.1,206539.34787406985,988.6548012723229,873.140047784381,1181.8765310604194,80.77286302044772,412.6622747992684,25.00431397868728,22.02297114393938,50.189524941025645,48.52245820242741,70.67916353615529,52.26861575899139,0.1993112737196473,7.811987831294697,0.0074054840163674,0.0291231150993943,0.8156040858638827,7.939102287330783e-09,28.639111287140665,610.0829176064254,ansys_mapdl
16,AISI_4140,537.2287722126459,37577.0,23324.0,0.016182,16.18,18.41,19.92,39.4,6.0,567.24,2659.09,567.24,1201.31,1368.61,1416.93,1944.7,2659.09,210458.31505468133,300.87332345956673,925.7567183568628,2539.5315264394685,64.56427283567632,425.2537200634407,27.865372762597488,19.54540655093145,42.83467073364999,57.12150578972615,71.3130530681494,49.30227199161615,0.2203879386512521,6.714897464569654,0.0098407941903437,0.0279124166909234,0.7337869173946304,7.754994276996362e-09,26.997031235254287,725.5576713109926,ansys_mapdl
17,AISI_4140,494.3578177981156,30019.0,17434.0,0.022601,22.6,20.65,23.32,33.18,6.0,551.09,2786.96,551.09,1299.47,1305.53,1589.56,2598.31,2786.96,202521.2547797069,942.81527165736,1104.110802974013,1826.161413025425,81.70617716201124,385.634741265944,15.179890204301325,11.837009165859014,38.12025319672745,56.94279610964544,83.30662767094225,40.73595190813749,0.1642457802806772,6.710417842795023,0.0135216974290674,0.0129403398483026,0.674380980850354,7.828608122131721e-09,33.86915506781176,685.0596090265949,ansys_mapdl
18,AISI_4140,485.8961370779292,25129.0,14551.0,0.017885,17.89,22.12,24.22,30.54,6.0,727.36,2692.9,727.36,1387.31,1403.32,1630.82,1783.51,2692.9,203715.3059141087,216.83289580327275,1121.0389389886975,1958.406028248804,79.79309998870553,376.3204885161017,18.451349323429568,11.331199249692412,40.20819848209283,46.447623770060886,84.50959585749939,35.256574173918146,0.1686152574082791,6.4329037076993005,0.0210133503711754,0.0319780251373966,0.7896413203359022,7.786760226585046e-09,25.18520777387111,675.5100609837716,ansys_mapdl
19,AISI_4140,501.23397676476657,30194.0,17824.0,0.010962,10.96,14.17,15.67,42.96,6.0,588.15,2765.44,588.15,1331.55,1432.73,1497.26,2242.95,2765.44,210612.6088675248,266.3042131291991,735.787693938285,1812.2807274702232,71.68026410144878,390.558139169921,19.78064196459645,19.21493152880037,43.87332724483343,53.400489277187376,74.45593669632323,51.40408791157103,0.1073896831996332,6.232457881412699,0.013577020767823,0.0181072709320786,0.7408127745073249,7.980068628788841e-09,29.156166801772223,608.599668777805,ansys_mapdl
20,AISI_4140,527.1338325083148,35478.0,20995.0,0.009217,9.22,11.78,12.59,54.98,6.0,581.75,2726.68,581.75,1191.04,1220.14,1460.95,2390.47,2726.68,214481.7051040212,357.65108801052924,469.4636382073087,1225.1103486645277,77.81817124998307,416.2013368455076,19.33205599409991,13.782268418724092,37.55763042845566,54.17873665802023,87.60907315290022,43.205254709598165,0.1006617613000046,5.471941710904684,0.0229298487282036,0.037489461825221,0.7042349200977608,7.861448142091923e-09,30.725414519182017,647.6336528809398,ansys_mapdl
21,AISI_4140,486.2946154402471,25652.0,14479.0,0.020885,20.88,16.38,18.4,36.98,6.0,607.16,2801.44,607.16,1202.72,1240.1,1598.17,2493.93,2801.44,206372.54445407723,224.86524648358755,1092.9700114951925,1919.7235289725097,79.23008896026488,364.5120799975692,19.0179022890534,23.53454419335958,37.097443351372426,50.60002238173814,82.00835788159733,44.96588948230932,0.1133364338909523,7.42130889980331,0.0277242750124198,0.0197682935021426,0.6971713956249667,7.999427821462746e-09,31.99801795772787,605.7134042659304,ansys_mapdl
22,AISI_4140,552.7885004131845,20685.0,10821.0,0.513208,513.21,212.25,245.08,3.22,6.0,172.06,1144.32,172.06,299.34,463.72,653.5,926.21,1144.32,210070.15596441008,574.2416154028665,415.7596325133381,2727.370855207464,81.4913588576752,433.7198518189141,22.040030869239004,15.537258867356154,38.438855361196936,37.54516851747214,75.20180511424569,45.62455783201791,0.2170452818824031,6.920486059344034,0.0277989962175113,0.0128895429724569,0.6748188273288849,7.893948640702942e-09,34.81254811871671,682.4054982233135,ansys_mapdl
23,AISI_4140,531.4816765195512,35792.0,21927.0,0.016558,16.56,20.34,22.25,31.04,6.0,559.15,2951.58,559.15,1091.93,1151.13,1394.48,2197.24,2951.58,208387.2330335036,809.4758296060471,1339.5184546896778,2614.517396272828,81.35187723746047,392.6846876888532,36.45928474732728,20.985826845910346,41.99820537444518,55.55959227575181,70.47394123621049,52.84231708577266,0.1075435632572349,7.774480616460733,0.0234333176180995,0.0366981269366758,0.6931564334242633,7.781813504243574e-09,27.142159190516587,631.4038973205538,ansys_mapdl
24,AISI_4140,505.8801180431095,31002.0,18486.0,0.012141,12.14,18.17,20.24,38.43,6.0,611.97,2490.85,611.97,1314.34,1367.77,1699.06,1749.56,2490.85,213386.4138027506,921.483895796268,360.0647706557303,1656.7466434187131,73.63265948352577,397.8300224055411,19.708769171118867,14.70866698292378,49.9570312202016,50.08729118153883,81.21489914023148,45.925854656116094,0.1469321173710703,7.073133853347787,0.0239930481113554,0.0261342494526796,0.8017144193572637,7.756631777819079e-09,28.423653708825817,698.3382283655121,ansys_mapdl
25,AISI_4140,513.9718409906557,34696.0,21360.0,0.016272,16.27,17.3,18.37,37.54,6.0,473.05,2597.51,473.05,1069.13,1157.55,1320.03,1835.68,2597.51,200443.86825335852,324.62589717864245,1468.0940325019092,2036.707397721707,81.65891820497168,380.6581599955843,35.76314668312274,15.891616106976937,43.84855084133756,55.2608557024892,87.10744994547224,35.92704103035597,0.1692021350415218,7.276051357544528,0.0086803141944503,0.0103504273797248,0.729113716360964,7.920912196255718e-09,27.3663934266555,649.423089113309,ansys_mapdl
26,AISI_4140,483.37090667787743,24413.0,14353.0,0.011029,11.03,10.81,11.61,61.85,6.0,654.61,2659.02,654.61,1440.1,1529.82,2334.62,2355.73,2659.02,207458.9494146728,528.090877690621,812.8193724743096,1446.2409176870422,64.33439174655778,376.8569369340484,20.342138732706395,21.83743926456482,44.37644006280128,54.99710358189162,71.52319852132318,35.02316013577921,0.2442916648124639,5.029158165691599,0.0231416467489874,0.0218824641777538,0.8169372213260395,7.700677192229982e-09,29.10206789846447,668.7121131626674,ansys_mapdl
27,AISI_4140,521.2162395217637,31977.0,18558.0,0.008651,8.65,14.07,15.17,50.44,6.0,545.74,2607.73,545.74,1079.01,1108.68,1455.86,2410.52,2607.73,207247.1517796464,886.1021907414467,893.8156645211272,1285.9978989801373,60.95640982332405,421.21372239505087,22.70103927047748,16.345068032911243,42.74455790217291,54.84222596225199,78.93280837377085,44.62589187269032,0.1057008359331053,7.371077334096242,0.0091497318088756,0.0385533101549247,0.6696949823394066,7.757023180495171e-09,33.87834093132123,709.5245543564174,ansys_mapdl
28,AISI_4140,485.4850349273372,23799.0,13139.0,0.055334,55.33,50.39,56.51,14.35,6.0,521.79,2058.59,521.79,1102.1,1109.76,1257.3,1494.37,2058.59,207485.16300495976,243.55522445757725,651.7931163229418,3452.524195839184,69.92575212334293,361.9551754386746,31.620308104574413,21.983799260745307,46.364893396544105,44.51415552431693,79.51326682664524,47.83698654052374,0.2397728610021653,7.47321501688322,0.0051792768967303,0.0175603102325499,0.849141588133937,7.897252940737281e-09,31.76413554826985,723.0760065036224,ansys_mapdl
29,AISI_4140,549.1448378043225,34327.0,20585.0,0.011221,11.22,17.14,18.4,37.07,6.0,494.37,2299.48,494.37,1215.01,1371.82,1769.13,1799.84,2299.48,206028.73826998164,867.0050660367555,848.2594757209199,1548.2173177897328,73.21180233255949,442.33297967446487,19.13092742452401,14.46912837277418,47.312667832301344,57.31151181411846,87.81653858791756,40.823110422534256,0.1491276141237119,7.823694117231621,0.0061786996120779,0.029263846672547,0.8188180895512257,7.929023862817841e-09,30.671497257011666,635.3489113806613,ansys_mapdl
30,AISI_4140,550.4954411130059,29758.0,17291.0,0.058277,58.28,43.65,49.54,14.47,6.0,410.27,1601.42,410.27,588.73,630.68,753.3,827.37,1601.42,205077.51774562203,596.3748711671963,314.2740243409247,2619.003618733246,72.46916177601456,422.7369167759636,39.11444539556187,16.174917165465857,52.716167939806745,40.64937942170504,84.9268134885374,37.13103585343486,0.2465038697391368,7.554204568425327,0.0293498171385926,0.0264376246596312,0.723248296094033,7.944488034319186e-09,28.21018194052457,631.5350867699364,ansys_mapdl
31,AISI_4140,559.0962169739443,44965.0,28406.0,0.01152,11.52,13.76,15.24,47.23,6.0,508.24,2171.5,508.24,1029.08,1178.91,1304.61,1591.2,2171.5,204356.07578703985,646.5908539494528,763.3160065536431,1380.698260133204,82.14110366329352,419.6217994829262,34.34845286307436,22.984860964650245,50.385351729940126,55.98899778251182,70.31117240493971,35.94691795181036,0.2186545277324941,7.220046265755705,0.0215856940792634,0.0386325198880819,0.721250003292413,7.719434287112049e-09,25.736898799796965,649.9281269739868,ansys_mapdl
32,AISI_4140,572.9383905475597,32506.0,18722.0,0.028119,28.12,18.77,21.3,39.22,6.0,449.85,1732.06,449.85,901.23,923.02,955.91,1122.89,1732.06,211373.33985308703,547.6082402065465,789.617351796606,1966.337566359516,85.59066249062778,436.5588423997806,38.105157946236,12.683727710915322,54.62795822240836,48.27518326596376,90.88332188073744,45.503548338187656,0.1826444543909198,6.191780378285501,0.0138987825381921,0.0278479506505815,0.8198649388742665,7.746100728511069e-09,34.17100364190047,736.2788114077365,ansys_mapdl
33,AISI_4140,523.5701947654022,20951.0,11201.0,0.154564,154.56,89.34,103.16,7.92,6.0,276.82,1443.07,276.82,568.82,654.77,721.68,911.7,1443.07,207683.90852797285,592.1593027263146,1349.941243548212,1671.9136621238968,70.39134306679874,422.21418746953753,18.824887496876507,12.13977673218939,45.92645425201271,35.74925981777179,78.68996611106117,43.31971573940851,0.2282992580786716,7.5182690765387665,0.0057536804717592,0.0232885487268818,0.8342293310657711,7.735010316904664e-09,31.23399986445113,707.1962692439489,ansys_mapdl
34,AISI_4140,499.3190444036457,29141.0,17238.0,0.027278,27.28,20.73,22.37,34.51,6.0,400.0,1825.73,400.0,577.97,654.58,1009.15,1031.51,1825.73,206436.6536323332,824.8907539502625,1222.5748875816726,1039.2803628098795,86.77974219184364,365.9744691525024,32.67981420985059,13.885018849449,42.14981366831179,38.83140419665981,90.39657946804924,46.42850256140754,0.2048503629944105,5.300897356969638,0.0123799337515888,0.0267714441890265,0.6918169402479429,7.952836156084939e-09,26.33865633086687,715.5951932305202,ansys_mapdl
35,AISI_4140,486.039356687611,26912.0,15700.0,0.020509,20.51,21.61,24.12,32.47,6.0,538.03,2523.38,538.03,1083.9,1102.05,1476.9,2099.86,2523.38,205113.99249996728,451.99013106844063,1445.9787974628002,2761.228017153066,60.04096379205144,384.0656707537621,20.58949045571237,21.34323168608505,52.9249607375685,55.43647858407638,77.46788647812221,51.02188416294172,0.1671647354324679,5.31402397180845,0.0169522733796394,0.0095190546542308,0.6548273132487888,7.768166969617793e-09,34.53293304078687,701.7186163810318,ansys_mapdl
36,AISI_4140,509.41415633683465,29073.0,16308.0,0.028027,28.03,21.12,22.89,29.23,6.0,544.49,2245.84,544.49,1246.0,1254.87,1626.44,1814.54,2245.84,214921.3794190756,346.94200612226507,964.6134701231,2961.1530028220545,87.8915025920025,382.452455884149,16.526955222323792,22.543242638359363,49.85123227482832,52.78809356728533,85.90013245627662,43.80650805046042,0.1927278042335323,6.797292338092342,0.0259803102540942,0.0397380742609614,0.7716875658532525,7.997569431752807e-09,32.26347077873436,617.4066975857718,ansys_mapdl
37,AISI_4140,525.7873566244792,30416.0,17896.0,0.116366,116.37,106.48,121.96,5.97,6.0,289.34,1466.06,289.34,536.13,629.62,847.33,919.24,1466.06,213102.30901903549,430.8536220057058,577.9750025100407,3202.600563694177,80.44894034567534,390.19589209066953,36.42850714464316,18.714017043491225,41.55089764315176,36.162097804968575,92.04218575127427,48.738980790348506,0.1771331614801091,6.033846486866031,0.0257484867887293,0.0098336579287804,0.819558595891695,7.783309378529364e-09,29.25605874222822,635.7875085550396,ansys_mapdl
38,AISI_4140,529.6751571190363,22761.0,11896.0,0.08601,86.01,60.4,69.44,10.12,6.0,335.9,1724.13,335.9,534.96,703.91,1024.6,1265.78,1724.13,210570.7842887842,751.0571818766952,968.564682523511,1759.9969173437205,78.87977489327628,418.2510497993493,16.550802331712916,15.993530094697803,39.884388377249465,40.82919291287723,80.16849128641462,53.89355019118064,0.2235149360424794,6.262180811900936,0.026157804614305,0.0201526959079851,0.673133852851589,7.893520884614724e-09,34.399514307101526,611.480884559214,ansys_mapdl
39,AISI_4140,503.2263320239482,26608.0,15471.0,0.034465,34.46,35.22,39.95,21.07,6.0,445.8,1941.33,445.8,777.97,842.51,1128.7,1230.38,1941.33,212919.32662937604,410.6722460171671,1028.3431511759936,2392.154486570904,65.49243530419407,386.3990740218179,35.69529195062972,15.639530747306477,48.83251907877315,39.80949626783429,83.44834114638108,47.7189607626707,0.1314898569988556,5.7474516940007305,0.0154674669910584,0.009028692177301,0.7938761761827146,7.96553388055801e-09,28.042270626118647,742.2216762687315,ansys_mapdl
40,AISI_4140,560.5944305579197,40432.0,24824.0,0.011267,11.27,8.83,9.61,77.44,6.0,454.1,2307.92,454.1,1080.89,1193.47,1275.93,1701.98,2307.92,201376.1860477437,327.26496505527786,532.2546510836416,1363.4914388641666,62.29976137460476,441.36384639213605,35.354671016354494,21.576151774824467,41.86401572955517,58.48498165202844,89.86348742460575,40.65171947812421,0.2355523546548454,7.705765674820759,0.0197242541307475,0.0293565582925071,0.7887961931704365,7.928163202646884e-09,29.242748166791493,683.8244187843965,ansys_mapdl
41,AISI_4140,492.6646942873029,28314.0,16707.0,0.023395,23.39,16.77,18.54,42.41,6.0,489.74,2192.77,489.74,937.73,952.61,1250.32,1501.58,2192.77,202928.9212942032,941.346277463096,726.1319766514587,2018.515423629929,78.42398769816829,364.4856281338545,38.18267261432676,11.572405840953367,47.36985414596836,48.32520563810178,83.09989980988166,43.55966840396205,0.2053010373127104,5.370246083497597,0.0238886782458572,0.0218272863296078,0.7272239239399745,7.704926581771044e-09,30.66858568711974,711.21671971119,ansys_mapdl
42,AISI_4140,574.4797345378408,35688.0,21894.0,0.020754,20.75,25.59,27.56,24.9,6.0,566.52,2441.16,566.52,1195.3,1310.3,1604.84,1725.51,2441.16,202354.2422045544,321.7540420988719,1311.2462937681566,2550.840947383349,80.04491264469473,447.79818394560857,21.910107155632858,24.7265307919047,42.334243394071216,53.62211723813323,80.78473074666911,38.08467420382629,0.1794405750249911,7.019276164260367,0.0092068557591321,0.0148420648710757,0.8200483155525631,7.922604974877202e-09,25.55580727612099,637.1228125422172,ansys_mapdl
43,AISI_4140,495.8488620386289,30744.0,18408.0,0.018872,18.87,18.43,20.2,35.99,6.0,618.45,2491.74,618.45,1251.9,1340.95,1584.27,1902.19,2491.74,208954.81295183089,542.5631771549517,480.35968187759727,2736.4800964240985,85.16099248849386,371.61103435783247,20.615124818998986,18.46171037330361,50.71701251687264,54.04575267752305,72.84553895595445,50.51503187192269,0.1844711525709163,5.072729847719529,0.0151196963148119,0.0102569663715784,0.7362533010190875,7.822436490279856e-09,29.326209473049627,663.5224470769726,ansys_mapdl
44,AISI_4140,557.1328534429878,33367.0,19155.0,0.012802,12.8,9.06,9.59,72.16,6.0,612.65,2486.68,612.65,1297.08,1388.5,1416.12,1975.17,2486.68,205913.8742538422,956.2248883356413,404.6604478439687,1071.0751654533965,85.73686154709586,435.80960267091217,19.55336068651697,16.033028538462727,38.91800275045679,53.219890065822966,79.73878146502136,44.87953719810836,0.1919531163049439,5.487868565958933,0.0112070171866577,0.0301475977251683,0.75692107402237,7.744304260253421e-09,33.35391258871102,653.4628515939378,ansys_mapdl
45,AISI_4140,511.1621724447772,23373.0,13085.0,0.2055,205.5,130.78,141.82,5.56,6.0,260.97,1368.06,260.97,532.73,589.53,592.97,785.43,1368.06,209394.9221871708,726.6289114519486,384.0775423565202,3290.438162007186,74.70639663974367,387.9622794017117,35.84014732543517,12.65334907788661,52.79674256998891,36.2492836092745,71.74151305614478,40.99912952835866,0.1937620127238676,5.255119753676044,0.0090561623859249,0.0210278068463386,0.7949443773286257,7.794139373569506e-09,31.198142338651287,727.421698154795,ansys_mapdl
46,AISI_4140,490.6373357432489,30823.0,18005.0,0.03671,36.71,35.4,40.83,17.8,6.0,520.19,2094.39,520.19,875.81,910.82,1183.05,1308.43,2094.39,213837.9737503813,278.4615882727618,1264.7457922596127,3471.2962716491843,66.78122002957093,362.7347480799247,39.63761233608429,21.48375529766902,53.354951274189006,42.84263065126064,85.39990041214102,37.14246578405471,0.1462895990844046,7.388046294175248,0.018087775996868,0.0240015040277514,0.7723404250314714,7.788649817942569e-09,28.77695533473524,630.2170652618903,ansys_mapdl
47,AISI_4140,467.62720043444585,29446.0,17898.0,0.022566,22.57,29.15,32.18,21.81,6.0,635.7,2667.19,635.7,1144.61,1223.19,1480.76,1934.47,2667.19,200193.54533166945,316.92336243375826,664.0598925851073,3088.6440889942446,66.06195215325546,352.7110735898112,25.65195368874613,23.20222100263308,42.26241153182177,52.043620050642126,89.63981594030342,42.41257494725824,0.232389271755336,7.925719955084768,0.0127306911753081,0.0217533819671195,0.7150116922286524,7.775287057705071e-09,27.421038779175763,635.5349406531525,ansys_mapdl
48,AISI_4140,570.8257795794863,40285.0,24464.0,0.018903,18.9,18.26,18.85,37.12,6.0,498.99,1935.35,498.99,655.27,743.92,1050.5,1116.39,1935.35,201316.0319028328,465.72281717114566,362.1846095131847,1468.966080171725,76.38079953948763,441.8754741026977,34.58727595704198,17.982229980258968,47.28250849720289,44.10352523891001,82.5117287401428,42.34542578509706,0.2030132805247674,5.458516237811445,0.0271514995247298,0.0162915843574846,0.6795609933568925,7.707644701543613e-09,25.54595552257608,677.7705381500726,ansys_mapdl
49,AISI_4140,497.273502350672,34327.0,20607.0,0.018563,18.56,17.75,19.43,34.47,6.0,598.49,2197.76,598.49,1145.17,1175.09,1444.89,1669.22,2197.76,208361.95147979635,237.0507333173645,377.8418942005295,2087.185840367829,82.70344766000642,367.05179692404135,29.91571141978984,17.602546346834348,52.52683809765647,52.19480706866621,85.69367038484683,53.57939890842478,0.2258321570033889,6.119249454777112,0.0098919616752129,0.0310440016307597,0.8119069971736022,7.798279864626426e-09,32.81468113908654,611.9719141583078,ansys_mapdl
50,AISI_4140,574.4938346569548,38722.0,23978.0,0.036386,36.39,38.57,42.72,17.06,6.0,521.33,1901.16,521.33,888.85,976.43,1088.89,1219.54,1901.16,206405.1709415222,860.6710462056614,1029.9100624407222,3498.828101757465,79.4654136863362,443.10793341417263,32.14146532331546,19.77902223313062,54.77315192646379,51.05334395200606,81.60943228137529,43.38338377110521,0.2330809546924206,5.695364136166758,0.0116519054170976,0.0167219843327065,0.7468721972701472,7.773499307368224e-09,25.84006631501589,658.1578655421054,ansys_mapdl
51,AISI_4140,535.7537050044467,35676.0,20785.0,0.028726,28.73,22.78,25.2,26.38,6.0,324.65,1600.55,324.65,643.91,729.34,951.17,1078.44,1600.55,207424.0690534019,797.2333903667708,1225.0451639313817,1282.119183224606,87.40103151560909,395.7290172689575,36.970992199375445,15.652664020504709,50.78547639743232,43.638472514246125,93.05850121747176,52.72800609286568,0.1128290824040861,5.83909612876818,0.0268164321589311,0.02140232846396,0.788117318351122,7.915146197731608e-09,33.82399150623593,601.1325550967366,ansys_mapdl
52,AISI_4140,505.6939670512956,25596.0,14662.0,0.127861,127.86,68.49,79.0,10.39,6.0,305.13,1568.68,305.13,613.95,676.54,720.15,910.5,1568.68,206173.65387759465,805.8003051048618,317.95698869829823,3391.171465471007,85.36020012843596,381.3307099594884,26.02631161000835,12.97674535336289,52.80522978574626,40.975797314918864,86.36095452674843,52.06560434929957,0.2022236598772373,5.684278741019272,0.0173395174753018,0.0314992937024594,0.7649076751267622,7.960577552999532e-09,33.525599498917664,711.5811289472532,ansys_mapdl
53,AISI_4140,475.05410995215567,23705.0,13940.0,0.021902,21.9,19.96,21.84,34.69,6.0,682.25,2919.4,682.25,1407.61,1489.28,1646.78,2353.78,2919.4,205174.98398802467,471.3537502109114,606.4133787139883,2008.342725714475,78.20940700663972,352.4673453157328,34.07005475381852,10.30730287596462,35.32278739197208,52.44383299056935,73.5333037710288,36.81547032687012,0.2300087271211597,5.4795840365113,0.010342911980835,0.0238824084304848,0.7668021844129915,7.810639243277622e-09,29.76457920965049,692.3877615461074,ansys_mapdl
54,AISI_4140,499.2424991068899,23818.0,13342.0,0.046786,46.79,31.44,36.25,23.54,6.0,383.4,2103.07,383.4,610.16,753.96,1320.67,1642.31,2103.07,207470.70616297272,969.9119516136902,1150.4938716827671,2681.797468789413,62.69038526514966,375.7023871609308,37.69000809662091,23.15971858418858,41.03953544835306,45.21499846384663,84.75312230966694,39.007795451111335,0.1762834085670406,6.9471921875016935,0.0126536503905963,0.0332808249333492,0.6847766791908863,7.953353052723172e-09,34.26367797499885,740.0498833099562,ansys_mapdl
